instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,differ_usr,status,hr
13900,2012-08-07,3,1,8,0,2,1,2,0.7,0.6515,0.7,0.1642,41,664,705,,,8.0
13901,2012-08-07,3,1,8,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327,,,9.0
13902,2012-08-07,3,1,8,0,2,1,2,0.74,0.697,0.7,0.1343,89,161,250,,,10.0
13903,2012-08-07,3,1,8,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214,,,11.0
13904,2012-08-07,3,1,8,0,2,1,2,0.8,0.7576,0.55,0.1343,86,197,283,,,12.0
13905,2012-08-07,3,1,8,0,2,1,2,0.8,0.7424,0.52,0.194,68,185,253,,,13.0
13906,2012-08-07,3,1,8,0,2,1,2,0.82,0.7576,0.46,0.0,76,185,261,,,14.0
13907,2012-08-07,3,1,8,0,2,1,1,0.8,0.7424,0.52,0.0,100,206,306,,,15.0
13908,2012-08-07,3,1,8,0,2,1,3,0.76,0.7273,0.66,0.2836,101,344,445,,,16.0
13909,2012-08-07,3,1,8,0,2,1,2,0.78,0.7424,0.62,0.1343,125,743,868,,,17.0
13910,2012-08-07,3,1,8,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814,,,18.0
13911,2012-08-07,3,1,8,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610,,,19.0
13912,2012-08-07,3,1,8,0,2,1,2,0.74,0.697,0.7,0.1343,74,374,448,,,20.0
13913,2012-08-07,3,1,8,0,2,1,2,0.72,0.697,0.74,0.0,70,247,317,,,21.0
13914,2012-08-07,3,1,8,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224,,,22.0
13915,2012-08-07,3,1,8,0,2,1,1,0.72,0.697,0.79,0.0,18,120,138,,,23.0
13916,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,12,46,58,,,0.0
13917,2012-08-08,3,1,8,0,3,1,1,0.72,0.697,0.79,0.0,3,20,23,,,1.0
13918,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,1,5,6,,,2.0
13919,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,,,3.0
13920,2012-08-08,3,1,8,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,,,4.0
13921,2012-08-08,3,1,8,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43,,,5.0
13922,2012-08-08,3,1,8,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173,,,6.0
13923,2012-08-08,3,1,8,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482,,,7.0
13924,2012-08-08,3,1,8,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737,,,8.0
13925,2012-08-08,3,1,8,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341,,,9.0
13926,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214,,,10.0
13927,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.0,80,159,239,,,11.0
13928,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280,,,12.0
13929,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.0,101,212,313,,,13.0
13930,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236,,,14.0
13931,2012-08-08,3,1,8,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278,,,15.0
13932,2012-08-08,3,1,8,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441,,,16.0
13933,2012-08-08,3,1,8,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858,,,17.0
13934,2012-08-08,3,1,8,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862,,,18.0
13935,2012-08-08,3,1,8,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686,,,19.0
13936,2012-08-08,3,1,8,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500,,,20.0
13937,2012-08-08,3,1,8,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381,,,21.0
13938,2012-08-08,3,1,8,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233,,,22.0
13939,2012-08-08,3,1,8,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136,,,23.0
13940,2012-08-09,3,1,8,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67,,,0.0
13941,2012-08-09,3,1,8,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28,,,1.0
13942,2012-08-09,3,1,8,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14,,,2.0
13943,2012-08-09,3,1,8,0,4,1,1,0.68,0.6364,0.83,0.0896,1,5,6,,,3.0
13944,2012-08-09,3,1,8,0,4,1,2,0.68,0.6364,0.89,0.1343,0,10,10,,,4.0
13945,2012-08-09,3,1,8,0,4,1,2,0.66,0.5909,0.94,0.0,4,37,41,,,5.0
13946,2012-08-09,3,1,8,0,4,1,1,0.66,0.6061,0.83,0.1642,5,162,167,,,6.0
13947,2012-08-09,3,1,8,0,4,1,2,0.7,0.6667,0.84,0.1642,24,451,475,,,7.0
13948,2012-08-09,3,1,8,0,4,1,1,0.72,0.697,0.74,0.1045,28,670,698,,,8.0
13949,2012-08-09,3,1,8,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353,,,9.0
13950,2012-08-09,3,1,8,0,4,1,1,0.8,0.7576,0.55,0.2239,72,133,205,,,10.0
13951,2012-08-09,3,1,8,0,4,1,1,0.84,0.7576,0.44,0.0,94,166,260,,,11.0
13952,2012-08-09,3,1,8,0,4,1,1,0.84,0.7576,0.44,0.1045,85,192,277,,,12.0
13953,2012-08-09,3,1,8,0,4,1,1,0.86,0.7879,0.41,0.1045,80,201,281,,,13.0
13954,2012-08-09,3,1,8,0,4,1,1,0.88,0.7727,0.32,0.2239,86,161,247,,,14.0
13955,2012-08-09,3,1,8,0,4,1,1,0.88,0.7727,0.32,0.2239,63,204,267,,,15.0
13956,2012-08-09,3,1,8,0,4,1,1,0.86,0.7727,0.39,0.2537,97,320,417,,,16.0
13957,2012-08-09,3,1,8,0,4,1,1,0.86,0.7576,0.36,0.2537,111,699,810,,,17.0
13958,2012-08-09,3,1,8,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811,,,18.0
13959,2012-08-09,3,1,8,0,4,1,1,0.8,0.7576,0.55,0.194,90,533,623,,,19.0
13960,2012-08-09,3,1,8,0,4,1,1,0.7,0.6515,0.54,0.2836,91,387,478,,,20.0
13961,2012-08-09,3,1,8,0,4,1,2,0.7,0.6515,0.58,0.1642,50,286,336,,,21.0
13962,2012-08-09,3,1,8,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259,,,22.0
13963,2012-08-09,3,1,8,0,4,1,1,0.66,0.6212,0.74,0.0,19,137,156,,,23.0
13964,2012-08-10,3,1,8,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85,,,0.0
13965,2012-08-10,3,1,8,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41,,,1.0
13966,2012-08-10,3,1,8,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20,,,2.0
13967,2012-08-10,3,1,8,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9,,,3.0
13968,2012-08-10,3,1,8,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7,,,4.0
13969,2012-08-10,3,1,8,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33,,,5.0
13970,2012-08-10,3,1,8,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44,,,6.0
13971,2012-08-10,3,1,8,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133,,,7.0
13972,2012-08-10,3,1,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119,,,8.0
13973,2012-08-10,3,1,8,0,5,1,2,0.64,0.5758,0.89,0.0,21,199,220,,,9.0
13974,2012-08-10,3,1,8,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193,,,10.0
13975,2012-08-10,3,1,8,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251,,,11.0
13976,2012-08-10,3,1,8,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315,,,12.0
13977,2012-08-10,3,1,8,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290,,,13.0
13978,2012-08-10,3,1,8,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307,,,14.0
13979,2012-08-10,3,1,8,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324,,,15.0
13980,2012-08-10,3,1,8,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467,,,16.0
13981,2012-08-10,3,1,8,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730,,,17.0
13982,2012-08-10,3,1,8,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640,,,18.0
13983,2012-08-10,3,1,8,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492,,,19.0
13984,2012-08-10,3,1,8,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370,,,20.0
13985,2012-08-10,3,1,8,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286,,,21.0
13986,2012-08-10,3,1,8,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218,,,22.0
13987,2012-08-10,3,1,8,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192,,,23.0
13988,2012-08-11,3,1,8,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180,,,0.0
13989,2012-08-11,3,1,8,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116,,,1.0
13990,2012-08-11,3,1,8,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85,,,2.0
13991,2012-08-11,3,1,8,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21,,,3.0
13992,2012-08-11,3,1,8,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10,,,4.0
13993,2012-08-11,3,1,8,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11,,,5.0
13994,2012-08-11,3,1,8,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23,,,6.0
13995,2012-08-11,3,1,8,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62,,,7.0
13996,2012-08-11,3,1,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162,,,8.0
13997,2012-08-11,3,1,8,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271,,,9.0
13998,2012-08-11,3,1,8,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407,,,10.0
13999,2012-08-11,3,1,8,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499,,,11.0
14000,2012-08-11,3,1,8,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546,,,12.0
14001,2012-08-11,3,1,8,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569,,,13.0
14002,2012-08-11,3,1,8,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538,,,14.0
14003,2012-08-11,3,1,8,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562,,,15.0
14004,2012-08-11,3,1,8,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531,,,16.0
14005,2012-08-11,3,1,8,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512,,,17.0
14006,2012-08-11,3,1,8,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300,,,18.0
14007,2012-08-11,3,1,8,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275,,,19.0
14008,2012-08-11,3,1,8,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160,,,20.0
14009,2012-08-11,3,1,8,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128,,,21.0
14010,2012-08-11,3,1,8,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168,,,22.0
14011,2012-08-11,3,1,8,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163,,,23.0
14012,2012-08-12,3,1,8,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120,,,0.0
14013,2012-08-12,3,1,8,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113,,,1.0
14014,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86,,,2.0
14015,2012-08-12,3,1,8,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48,,,3.0
14016,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10,,,4.0
14017,2012-08-12,3,1,8,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10,,,5.0
14018,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16,,,6.0
14019,2012-08-12,3,1,8,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39,,,7.0
14020,2012-08-12,3,1,8,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119,,,8.0
14021,2012-08-12,3,1,8,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217,,,9.0
14022,2012-08-12,3,1,8,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328,,,10.0
14023,2012-08-12,3,1,8,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449,,,11.0
14024,2012-08-12,3,1,8,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505,,,12.0
14025,2012-08-12,3,1,8,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543,,,13.0
14026,2012-08-12,3,1,8,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579,,,14.0
14027,2012-08-12,3,1,8,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577,,,15.0
14028,2012-08-12,3,1,8,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513,,,16.0
14029,2012-08-12,3,1,8,0,0,0,1,0.8,0.697,0.33,0.0,186,319,505,,,17.0
14030,2012-08-12,3,1,8,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491,,,18.0
14031,2012-08-12,3,1,8,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465,,,19.0
14032,2012-08-12,3,1,8,0,0,0,1,0.72,0.6515,0.45,0.0,96,204,300,,,20.0
14033,2012-08-12,3,1,8,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220,,,21.0
14034,2012-08-12,3,1,8,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181,,,22.0
14035,2012-08-12,3,1,8,0,0,0,1,0.68,0.6364,0.61,0.0,25,85,110,,,23.0
14036,2012-08-13,3,1,8,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47,,,0.0
14037,2012-08-13,3,1,8,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14,,,1.0
14038,2012-08-13,3,1,8,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9,,,2.0
14039,2012-08-13,3,1,8,0,1,1,1,0.64,0.6061,0.69,0.0,1,5,6,,,3.0
14040,2012-08-13,3,1,8,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11,,,4.0
14041,2012-08-13,3,1,8,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36,,,5.0
14042,2012-08-13,3,1,8,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159,,,6.0
14043,2012-08-13,3,1,8,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436,,,7.0
14044,2012-08-13,3,1,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673,,,8.0
14045,2012-08-13,3,1,8,0,1,1,2,0.74,0.6667,0.45,0.0,40,265,305,,,9.0
14046,2012-08-13,3,1,8,0,1,1,2,0.76,0.6818,0.4,0.0,88,111,199,,,10.0
14047,2012-08-13,3,1,8,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245,,,11.0
14048,2012-08-13,3,1,8,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276,,,12.0
14049,2012-08-13,3,1,8,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254,,,13.0
14050,2012-08-13,3,1,8,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248,,,14.0
14051,2012-08-13,3,1,8,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274,,,15.0
14052,2012-08-13,3,1,8,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464,,,16.0
14053,2012-08-13,3,1,8,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818,,,17.0
14054,2012-08-13,3,1,8,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812,,,18.0
14055,2012-08-13,3,1,8,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555,,,19.0
14056,2012-08-13,3,1,8,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432,,,20.0
14057,2012-08-13,3,1,8,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290,,,21.0
14058,2012-08-13,3,1,8,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192,,,22.0
14059,2012-08-13,3,1,8,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128,,,23.0
14060,2012-08-14,3,1,8,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60,,,0.0
14061,2012-08-14,3,1,8,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27,,,1.0
14062,2012-08-14,3,1,8,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11,,,2.0
14063,2012-08-14,3,1,8,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3,,,3.0
14064,2012-08-14,3,1,8,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5,,,4.0
14065,2012-08-14,3,1,8,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36,,,5.0
14066,2012-08-14,3,1,8,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64,,,6.0
14067,2012-08-14,3,1,8,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179,,,7.0
14068,2012-08-14,3,1,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618,,,8.0
14069,2012-08-14,3,1,8,0,2,1,2,0.7,0.6667,0.74,0.0,48,354,402,,,9.0
14070,2012-08-14,3,1,8,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208,,,10.0
14071,2012-08-14,3,1,8,0,2,1,1,0.74,0.6818,0.62,0.0,69,127,196,,,11.0
14072,2012-08-14,3,1,8,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300,,,12.0
14073,2012-08-14,3,1,8,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286,,,13.0
14074,2012-08-14,3,1,8,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255,,,14.0
14075,2012-08-14,3,1,8,0,2,1,1,0.82,0.7576,0.46,0.2239,84,199,283,,,15.0
14076,2012-08-14,3,1,8,0,2,1,1,0.82,0.7424,0.43,0.2239,95,363,458,,,16.0
14077,2012-08-14,3,1,8,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812,,,17.0
14078,2012-08-14,3,1,8,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854,,,18.0
14079,2012-08-14,3,1,8,0,2,1,1,0.76,0.7273,0.66,0.194,94,533,627,,,19.0
14080,2012-08-14,3,1,8,0,2,1,1,0.74,0.7121,0.74,0.2239,65,371,436,,,20.0
14081,2012-08-14,3,1,8,0,2,1,1,0.74,0.6818,0.62,0.2239,56,252,308,,,21.0
14082,2012-08-14,3,1,8,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189,,,22.0
14083,2012-08-14,3,1,8,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167,,,23.0
14084,2012-08-15,3,1,8,0,3,1,1,0.7,0.6515,0.61,0.194,8,52,60,,,0.0
14085,2012-08-15,3,1,8,0,3,1,1,0.7,0.6515,0.61,0.0,6,31,37,,,1.0
14086,2012-08-15,3,1,8,0,3,1,1,0.68,0.6364,0.65,0.0,1,7,8,,,2.0
14087,2012-08-15,3,1,8,0,3,1,1,0.66,0.6212,0.74,0.1045,1,10,11,,,3.0
14088,2012-08-15,3,1,8,0,3,1,1,0.64,0.5758,0.83,0.1045,0,4,4,,,4.0
14089,2012-08-15,3,1,8,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39,,,5.0
14090,2012-08-15,3,1,8,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172,,,6.0
14091,2012-08-15,3,1,8,0,3,1,2,0.66,0.6212,0.69,0.194,25,467,492,,,7.0
14092,2012-08-15,3,1,8,0,3,1,2,0.7,0.6515,0.65,0.2836,40,642,682,,,8.0
14093,2012-08-15,3,1,8,0,3,1,2,0.72,0.6818,0.62,0.194,57,310,367,,,9.0
14094,2012-08-15,3,1,8,0,3,1,2,0.72,0.6818,0.62,0.194,70,163,233,,,10.0
14095,2012-08-15,3,1,8,0,3,1,2,0.74,0.6818,0.58,0.194,80,155,235,,,11.0
14096,2012-08-15,3,1,8,0,3,1,1,0.74,0.6818,0.55,0.2239,77,230,307,,,12.0
14097,2012-08-15,3,1,8,0,3,1,2,0.78,0.7121,0.49,0.194,88,206,294,,,13.0
14098,2012-08-15,3,1,8,0,3,1,2,0.76,0.697,0.52,0.2985,94,161,255,,,14.0
14099,2012-08-15,3,1,8,0,3,1,1,0.76,0.697,0.52,0.2537,70,196,266,,,15.0
14100,2012-08-15,3,1,8,0,3,1,1,0.76,0.6818,0.48,0.194,91,340,431,,,16.0
14101,2012-08-15,3,1,8,0,3,1,1,0.74,0.6818,0.55,0.2836,102,749,851,,,17.0
14102,2012-08-15,3,1,8,0,3,1,1,0.74,0.6667,0.51,0.2239,80,768,848,,,18.0
14103,2012-08-15,3,1,8,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649,,,19.0
14104,2012-08-15,3,1,8,0,3,1,1,0.7,0.6515,0.61,0.1343,72,355,427,,,20.0
14105,2012-08-15,3,1,8,0,3,1,1,0.7,0.6515,0.61,0.194,49,266,315,,,21.0
14106,2012-08-15,3,1,8,0,3,1,1,0.7,0.6515,0.61,0.1642,29,197,226,,,22.0
14107,2012-08-15,3,1,8,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138,,,23.0
14108,2012-08-16,3,1,8,0,4,1,1,0.66,0.6212,0.69,0.0,13,63,76,,,0.0
14109,2012-08-16,3,1,8,0,4,1,1,0.64,0.6061,0.73,0.0,3,18,21,,,1.0
14110,2012-08-16,3,1,8,0,4,1,1,0.64,0.6061,0.69,0.194,0,15,15,,,2.0
14111,2012-08-16,3,1,8,0,4,1,1,0.62,0.5909,0.73,0.2537,0,4,4,,,3.0
14112,2012-08-16,3,1,8,0,4,1,1,0.62,0.5909,0.73,0.2239,2,3,5,,,4.0
14113,2012-08-16,3,1,8,0,4,1,1,0.6,0.5758,0.78,0.1642,7,30,37,,,5.0
14114,2012-08-16,3,1,8,0,4,1,1,0.6,0.5758,0.78,0.1642,3,162,165,,,6.0
14115,2012-08-16,3,1,8,0,4,1,1,0.64,0.6061,0.69,0.2239,16,448,464,,,7.0
14116,2012-08-16,3,1,8,0,4,1,1,0.68,0.6364,0.61,0.194,33,649,682,,,8.0
14117,2012-08-16,3,1,8,0,4,1,1,0.72,0.6667,0.54,0.1045,41,296,337,,,9.0
14118,2012-08-16,3,1,8,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199,,,10.0
14119,2012-08-16,3,1,8,0,4,1,1,0.76,0.6667,0.37,0.0896,83,191,274,,,11.0
14120,2012-08-16,3,1,8,0,4,1,1,0.8,0.697,0.33,0.1045,96,247,343,,,12.0
14121,2012-08-16,3,1,8,0,4,1,1,0.8,0.697,0.31,0.2239,81,219,300,,,13.0
14122,2012-08-16,3,1,8,0,4,1,1,0.82,0.7121,0.32,0.0,72,176,248,,,14.0
14123,2012-08-16,3,1,8,0,4,1,1,0.8,0.697,0.33,0.2537,63,197,260,,,15.0
14124,2012-08-16,3,1,8,0,4,1,1,0.82,0.7121,0.32,0.2239,79,340,419,,,16.0
14125,2012-08-16,3,1,8,0,4,1,1,0.82,0.7273,0.34,0.194,130,767,897,,,17.0
14126,2012-08-16,3,1,8,0,4,1,1,0.8,0.7121,0.36,0.0,109,723,832,,,18.0
14127,2012-08-16,3,1,8,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677,,,19.0
14128,2012-08-16,3,1,8,0,4,1,1,0.76,0.6818,0.4,0.0896,100,414,514,,,20.0
14129,2012-08-16,3,1,8,0,4,1,1,0.74,0.6667,0.48,0.194,83,273,356,,,21.0
14130,2012-08-16,3,1,8,0,4,1,1,0.72,0.6667,0.51,0.1642,69,185,254,,,22.0
14131,2012-08-16,3,1,8,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226,,,23.0
14132,2012-08-17,3,1,8,0,5,1,1,0.68,0.2424,0.57,0.1642,21,67,88,,,0.0
14133,2012-08-17,3,1,8,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54,,,1.0
14134,2012-08-17,3,1,8,0,5,1,1,0.66,0.2424,0.61,0.1343,4,15,19,,,2.0
14135,2012-08-17,3,1,8,0,5,1,1,0.64,0.2424,0.65,0.1045,0,6,6,,,3.0
14136,2012-08-17,3,1,8,0,5,1,1,0.64,0.2424,0.73,0.1642,0,9,9,,,4.0
14137,2012-08-17,3,1,8,0,5,1,1,0.64,0.2424,0.73,0.1045,2,34,36,,,5.0
14138,2012-08-17,3,1,8,0,5,1,1,0.62,0.2424,0.78,0.1343,6,151,157,,,6.0
14139,2012-08-17,3,1,8,0,5,1,1,0.64,0.2424,0.73,0.1045,11,368,379,,,7.0
14140,2012-08-17,3,1,8,0,5,1,1,0.68,0.2424,0.65,0.1343,43,625,668,,,8.0
14141,2012-08-17,3,1,8,0,5,1,1,0.7,0.2424,0.58,0.1045,58,320,378,,,9.0
14142,2012-08-17,3,1,8,0,5,1,1,0.74,0.2424,0.55,0.1642,82,149,231,,,10.0
14143,2012-08-17,3,1,8,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303,,,11.0
14144,2012-08-17,3,1,8,0,5,1,1,0.82,0.2424,0.41,0.2239,110,255,365,,,12.0
14145,2012-08-17,3,1,8,0,5,1,1,0.84,0.2424,0.36,0.3881,103,254,357,,,13.0
14146,2012-08-17,3,1,8,0,5,1,1,0.86,0.2424,0.34,0.4179,128,200,328,,,14.0
14147,2012-08-17,3,1,8,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383,,,15.0
14148,2012-08-17,3,1,8,0,5,1,2,0.84,0.2424,0.32,0.4478,116,372,488,,,16.0
14149,2012-08-17,3,1,8,0,5,1,1,0.82,0.2424,0.36,0.3284,144,647,791,,,17.0
14150,2012-08-17,3,1,8,0,5,1,2,0.82,0.2424,0.38,0.2537,108,561,669,,,18.0
14151,2012-08-17,3,1,8,0,5,1,2,0.74,0.2424,0.55,0.3881,88,403,491,,,19.0
14152,2012-08-17,3,1,8,0,5,1,2,0.72,0.2424,0.58,0.2239,97,262,359,,,20.0
14153,2012-08-17,3,1,8,0,5,1,2,0.68,0.2424,0.69,0.2985,57,198,255,,,21.0
14154,2012-08-17,3,1,8,0,5,1,3,0.66,0.2424,0.83,0.194,43,170,213,,,22.0
14155,2012-08-17,3,1,8,0,5,1,3,0.64,0.2424,0.83,0.2239,21,100,121,,,23.0
14156,2012-08-18,3,1,8,0,6,0,2,0.64,0.5758,0.83,0.2239,6,99,105,,,0.0
14157,2012-08-18,3,1,8,0,6,0,3,0.62,0.5455,0.94,0.1642,14,78,92,,,1.0
14158,2012-08-18,3,1,8,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43,,,2.0
